"Participante","Resposta_C","Resposta_N","Item","Cond","Lista","Grupo"
"8205","altamente aceitavel","5","19","ChinComIntro","A","EN"
"8205","inaceitavel","2","5","ChinSemIntro","A","EN"
"8205","inaceitavel","2","12","Top","A","EN"
"7272","neutra","3","8","ChinSemIntro","A","EN"
"7272","neutra","3","17","ChinSemIntro","A","EN"
"7272","neutra","3","1","ChinComIntro","A","EN"
"7272","altamente aceitavel","5","15","Top","A","EN"
"7272","neutra","3","12","Top","A","EN"
"7272","aceitavel","4","22","ChinComIntro","A","EN"
"7272","altamente aceitavel","5","20","ChinSemIntro","A","EN"
"7272","neutra","3","4","ChinComIntro","A","EN"
"7272","neutra","3","2","ChinSemIntro","A","EN"
"7272","neutra","3","13","ChinComIntro","A","EN"
"7272","neutra","3","11","ChinSemIntro","A","EN"
"7272","aceitavel","4","23","ChinSemIntro","A","EN"
"7272","neutra","3","7","ChinComIntro","A","EN"
"7272","altamente aceitavel","5","6","Top","A","EN"
"7272","neutra","3","3","Top","A","EN"
"7272","neutra","3","18","Top","A","EN"
"7272","neutra","3","19","ChinComIntro","A","EN"
"7272","aceitavel","4","21","Top","A","EN"
"7272","neutra","3","9","Top","A","EN"
"7272","neutra","3","24","Top","A","EN"
"7272","neutra","3","14","ChinSemIntro","A","EN"
"7272","neutra","3","10","ChinComIntro","A","EN"
"7272","neutra","3","5","ChinSemIntro","A","EN"
"7272","neutra","3","16","ChinComIntro","A","EN"
"5578","inaceitavel","2","22","ChinSemIntro","B","EN"
"5578","inaceitavel","2","7","ChinSemIntro","B","EN"
"5578","aceitavel","4","12","ChinComIntro","B","EN"
"5578","inaceitavel","2","23","Top","B","EN"
"5578","inaceitavel","2","4","ChinSemIntro","B","EN"
"5578","altamente aceitavel","5","6","ChinComIntro","B","EN"
"5578","inaceitavel","2","8","Top","B","EN"
"5578","inaceitavel","2","19","ChinSemIntro","B","EN"
"5578","aceitavel","4","5","Top","B","EN"
"5578","neutra","3","2","Top","B","EN"
"5578","aceitavel","4","21","ChinComIntro","B","EN"
"5578","inaceitavel","2","10","ChinSemIntro","B","EN"
"5578","inaceitavel","2","1","ChinSemIntro","B","EN"
"5578","inaceitavel","2","16","ChinSemIntro","B","EN"
"5578","altamente aceitavel","5","18","ChinComIntro","B","EN"
"5578","inaceitavel","2","13","ChinSemIntro","B","EN"
"5578","altamente aceitavel","5","15","ChinComIntro","B","EN"
"5578","inaceitavel","2","14","Top","B","EN"
"5578","neutra","3","11","Top","B","EN"
"5578","neutra","3","17","Top","B","EN"
"5578","altamente aceitavel","5","3","ChinComIntro","B","EN"
"5578","altamente aceitavel","5","24","ChinComIntro","B","EN"
"5578","aceitavel","4","20","Top","B","EN"
"5578","altamente aceitavel","5","9","ChinComIntro","B","EN"
"8254","neutra","3","22","ChinComIntro","A","EN"
"8254","neutra","3","10","ChinComIntro","A","EN"
"8254","inaceitavel","2","7","ChinComIntro","A","EN"
"8254","inaceitavel","2","24","Top","A","EN"
"8254","inaceitavel","2","15","Top","A","EN"
"8254","inaceitavel","2","9","Top","A","EN"
"8254","inaceitavel","2","5","ChinSemIntro","A","EN"
"8254","inaceitavel","2","21","Top","A","EN"
"8254","neutra","3","4","ChinComIntro","A","EN"
"8254","neutra","3","1","ChinComIntro","A","EN"
"8254","inaceitavel","2","11","ChinSemIntro","A","EN"
"8254","inaceitavel","2","8","ChinSemIntro","A","EN"
"8254","inaceitavel","2","14","ChinSemIntro","A","EN"
"8254","inaceitavel","2","2","ChinSemIntro","A","EN"
"8254","neutra","3","16","ChinComIntro","A","EN"
"8254","inaceitavel","2","17","ChinSemIntro","A","EN"
"8254","aceitavel","4","13","ChinComIntro","A","EN"
"8254","neutra","3","18","Top","A","EN"
"8254","neutra","3","6","Top","A","EN"
"8254","aceitavel","4","3","Top","A","EN"
"8254","inaceitavel","2","23","ChinSemIntro","A","EN"
"8254","neutra","3","12","Top","A","EN"
"8254","inaceitavel","2","20","ChinSemIntro","A","EN"
"8254","aceitavel","4","19","ChinComIntro","A","EN"
"8386","aceitavel","4","21","ChinSemIntro","C","EN"
"8386","aceitavel","4","8","ChinComIntro","C","EN"
"8386","aceitavel","4","11","ChinComIntro","C","EN"
"8386","inaceitavel","2","18","ChinSemIntro","C","EN"
"8386","inaceitavel","2","12","ChinSemIntro","C","EN"
"8386","neutra","3","4","Top","C","EN"
"8386","inaceitavel","2","1","Top","C","EN"
"8386","inaceitavel","2","16","Top","C","EN"
"8386","inaceitavel","2","15","ChinSemIntro","C","EN"
"8386","aceitavel","4","20","ChinComIntro","C","EN"
"8386","inaceitavel","2","14","ChinComIntro","C","EN"
"8386","inaceitavel","2","9","ChinSemIntro","C","EN"
"8386","neutra","3","5","ChinComIntro","C","EN"
"8386","altamente inaceitavel","1","24","ChinSemIntro","C","EN"
"8386","inaceitavel","2","7","Top","C","EN"
"8386","inaceitavel","2","6","ChinSemIntro","C","EN"
"8386","altamente aceitavel","5","23","ChinComIntro","C","EN"
"8386","neutra","3","22","Top","C","EN"
"8386","aceitavel","4","2","ChinComIntro","C","EN"
"8386","inaceitavel","2","17","ChinComIntro","C","EN"
"8386","inaceitavel","2","19","Top","C","EN"
"8386","altamente inaceitavel","1","13","Top","C","EN"
"8386","inaceitavel","2","3","ChinSemIntro","C","EN"
"8386","neutra","3","10","Top","C","EN"
"6743","aceitavel","4","21","Top","A","EN"
"6743","altamente inaceitavel","1","20","ChinSemIntro","A","EN"
"6743","neutra","3","10","ChinComIntro","A","EN"
"6743","aceitavel","4","18","Top","A","EN"
"6743","inaceitavel","2","11","ChinSemIntro","A","EN"
"6743","altamente inaceitavel","1","14","ChinSemIntro","A","EN"
"6743","neutra","3","15","Top","A","EN"
"6743","neutra","3","9","Top","A","EN"
"6743","inaceitavel","2","2","ChinSemIntro","A","EN"
"6743","aceitavel","4","3","Top","A","EN"
"6743","neutra","3","24","Top","A","EN"
"6743","neutra","3","17","ChinSemIntro","A","EN"
"6743","aceitavel","4","16","ChinComIntro","A","EN"
"6743","neutra","3","7","ChinComIntro","A","EN"
"6743","neutra","3","19","ChinComIntro","A","EN"
"6743","neutra","3","13","ChinComIntro","A","EN"
"6743","aceitavel","4","1","ChinComIntro","A","EN"
"6743","aceitavel","4","12","Top","A","EN"
"6743","inaceitavel","2","8","ChinSemIntro","A","EN"
"6743","inaceitavel","2","5","ChinSemIntro","A","EN"
"6743","aceitavel","4","6","Top","A","EN"
"6743","neutra","3","22","ChinComIntro","A","EN"
"6743","inaceitavel","2","23","ChinSemIntro","A","EN"
"6743","aceitavel","4","4","ChinComIntro","A","EN"
"8228","neutra","3","16","Top","C","EN"
"8228","aceitavel","4","5","ChinComIntro","C","EN"
"8228","aceitavel","4","1","Top","C","EN"
"8228","inaceitavel","2","18","ChinSemIntro","C","EN"
"8228","aceitavel","4","8","ChinComIntro","C","EN"
"8228","aceitavel","4","14","ChinComIntro","C","EN"
"8228","inaceitavel","2","15","ChinSemIntro","C","EN"
"8228","inaceitavel","2","4","Top","C","EN"
"8228","inaceitavel","2","3","ChinSemIntro","C","EN"
"8228","aceitavel","4","23","ChinComIntro","C","EN"
"8228","aceitavel","4","17","ChinComIntro","C","EN"
"8228","inaceitavel","2","9","ChinSemIntro","C","EN"
"8228","inaceitavel","2","7","Top","C","EN"
"8228","aceitavel","4","2","ChinComIntro","C","EN"
"8228","aceitavel","4","10","Top","C","EN"
"8228","neutra","3","19","Top","C","EN"
"8228","inaceitavel","2","24","ChinSemIntro","C","EN"
"8228","aceitavel","4","11","ChinComIntro","C","EN"
"8228","inaceitavel","2","12","ChinSemIntro","C","EN"
"8228","inaceitavel","2","21","ChinSemIntro","C","EN"
"8228","aceitavel","4","22","Top","C","EN"
"8228","inaceitavel","2","13","Top","C","EN"
"8228","inaceitavel","2","6","ChinSemIntro","C","EN"
"8228","aceitavel","4","20","ChinComIntro","C","EN"
"8217","altamente inaceitavel","1","17","ChinSemIntro","A","EN"
"8217","altamente aceitavel","5","1","ChinComIntro","A","EN"
"8217","inaceitavel","2","2","ChinSemIntro","A","EN"
"8217","inaceitavel","2","5","ChinSemIntro","A","EN"
"8217","neutra","3","10","ChinComIntro","A","EN"
"8217","aceitavel","4","4","ChinComIntro","A","EN"
"8217","aceitavel","4","22","ChinComIntro","A","EN"
"8217","aceitavel","4","13","ChinComIntro","A","EN"
"8217","neutra","3","3","Top","A","EN"
"8217","aceitavel","4","7","ChinComIntro","A","EN"
"8217","inaceitavel","2","8","ChinSemIntro","A","EN"
"8217","altamente inaceitavel","1","20","ChinSemIntro","A","EN"
"8217","altamente inaceitavel","1","11","ChinSemIntro","A","EN"
"8217","inaceitavel","2","15","Top","A","EN"
"8217","neutra","3","19","ChinComIntro","A","EN"
"8217","aceitavel","4","18","Top","A","EN"
"8217","neutra","3","6","Top","A","EN"
"8217","inaceitavel","2","9","Top","A","EN"
"8217","altamente inaceitavel","1","14","ChinSemIntro","A","EN"
"8217","altamente aceitavel","5","16","ChinComIntro","A","EN"
"8217","neutra","3","24","Top","A","EN"
"8217","neutra","3","23","ChinSemIntro","A","EN"
"8217","neutra","3","21","Top","A","EN"
"8217","neutra","3","12","Top","A","EN"
"6730","neutra","3","4","Top","C","EN"
"6730","neutra","3","6","ChinSemIntro","C","EN"
"6730","neutra","3","22","Top","C","EN"
"6730","neutra","3","23","ChinComIntro","C","EN"
"6730","neutra","3","10","Top","C","EN"
"6730","neutra","3","14","ChinComIntro","C","EN"
"6730","neutra","3","2","ChinComIntro","C","EN"
"6730","neutra","3","9","ChinSemIntro","C","EN"
"6730","neutra","3","7","Top","C","EN"
"6730","neutra","3","20","ChinComIntro","C","EN"
"6730","neutra","3","12","ChinSemIntro","C","EN"
"6730","neutra","3","1","Top","C","EN"
"6730","neutra","3","17","ChinComIntro","C","EN"
"6730","neutra","3","8","ChinComIntro","C","EN"
"6730","neutra","3","16","Top","C","EN"
"6730","neutra","3","3","ChinSemIntro","C","EN"
"6730","neutra","3","19","Top","C","EN"
"6730","neutra","3","13","Top","C","EN"
"6730","neutra","3","18","ChinSemIntro","C","EN"
"6730","neutra","3","11","ChinComIntro","C","EN"
"6730","neutra","3","24","ChinSemIntro","C","EN"
"6730","neutra","3","5","ChinComIntro","C","EN"
"6730","neutra","3","21","ChinSemIntro","C","EN"
"6730","neutra","3","15","ChinSemIntro","C","EN"
"8160","inaceitavel","2","24","Top","A","EN"
"8160","inaceitavel","2","3","Top","A","EN"
"8160","altamente aceitavel","5","7","ChinComIntro","A","EN"
"8160","altamente inaceitavel","1","20","ChinSemIntro","A","EN"
"8160","inaceitavel","2","12","Top","A","EN"
"8160","aceitavel","4","13","ChinComIntro","A","EN"
"8160","inaceitavel","2","11","ChinSemIntro","A","EN"
"8160","altamente aceitavel","5","16","ChinComIntro","A","EN"
"8160","neutra","3","1","ChinComIntro","A","EN"
"8160","inaceitavel","2","9","Top","A","EN"
"8160","inaceitavel","2","2","ChinSemIntro","A","EN"
"8160","altamente inaceitavel","1","14","ChinSemIntro","A","EN"
"8160","inaceitavel","2","21","Top","A","EN"
"8160","altamente inaceitavel","1","23","ChinSemIntro","A","EN"
"8160","neutra","3","18","Top","A","EN"
"8160","altamente inaceitavel","1","17","ChinSemIntro","A","EN"
"8160","neutra","3","22","ChinComIntro","A","EN"
"8160","altamente inaceitavel","1","8","ChinSemIntro","A","EN"
"8160","altamente inaceitavel","1","5","ChinSemIntro","A","EN"
"8160","aceitavel","4","10","ChinComIntro","A","EN"
"8160","altamente inaceitavel","1","15","Top","A","EN"
"8160","aceitavel","4","19","ChinComIntro","A","EN"
"8160","altamente inaceitavel","1","6","Top","A","EN"
"8160","neutra","3","4","ChinComIntro","A","EN"
"5374","neutra","3","13","Top","C","EN"
"5374","aceitavel","4","19","Top","C","EN"
"5374","altamente inaceitavel","1","3","ChinSemIntro","C","EN"
"5374","aceitavel","4","20","ChinComIntro","C","EN"
"5374","inaceitavel","2","6","ChinSemIntro","C","EN"
"5374","altamente inaceitavel","1","5","ChinComIntro","C","EN"
"5374","altamente aceitavel","5","14","ChinComIntro","C","EN"
"5374","altamente aceitavel","5","23","ChinComIntro","C","EN"
"5374","altamente inaceitavel","1","16","Top","C","EN"
"5374","inaceitavel","2","8","ChinComIntro","C","EN"
"5374","inaceitavel","2","12","ChinSemIntro","C","EN"
"5374","neutra","3","17","ChinComIntro","C","EN"
"5374","aceitavel","4","15","ChinSemIntro","C","EN"
"5374","inaceitavel","2","22","Top","C","EN"
"5374","aceitavel","4","10","Top","C","EN"
"5374","aceitavel","4","1","Top","C","EN"
"5374","inaceitavel","2","11","ChinComIntro","C","EN"
"5374","altamente aceitavel","5","4","Top","C","EN"
"5374","inaceitavel","2","18","ChinSemIntro","C","EN"
"5374","altamente inaceitavel","1","21","ChinSemIntro","C","EN"
"5374","aceitavel","4","7","Top","C","EN"
"5374","inaceitavel","2","9","ChinSemIntro","C","EN"
"5374","aceitavel","4","2","ChinComIntro","C","EN"
"5374","altamente inaceitavel","1","24","ChinSemIntro","C","EN"
"8146","aceitavel","4","22","ChinComIntro","A","EN"
"8146","neutra","3","20","ChinSemIntro","A","EN"
"8146","aceitavel","4","6","Top","A","EN"
"8146","aceitavel","4","21","Top","A","EN"
"8146","aceitavel","4","11","ChinSemIntro","A","EN"
"8146","altamente aceitavel","5","3","Top","A","EN"
"8146","aceitavel","4","18","Top","A","EN"
"8146","inaceitavel","2","8","ChinSemIntro","A","EN"
"8146","aceitavel","4","24","Top","A","EN"
"8146","neutra","3","14","ChinSemIntro","A","EN"
"8146","aceitavel","4","10","ChinComIntro","A","EN"
"8146","aceitavel","4","9","Top","A","EN"
"8146","aceitavel","4","5","ChinSemIntro","A","EN"
"8146","altamente aceitavel","5","7","ChinComIntro","A","EN"
"8146","altamente aceitavel","5","13","ChinComIntro","A","EN"
"8146","neutra","3","23","ChinSemIntro","A","EN"
"8146","altamente aceitavel","5","1","ChinComIntro","A","EN"
"8146","neutra","3","17","ChinSemIntro","A","EN"
"8146","aceitavel","4","15","Top","A","EN"
"8146","aceitavel","4","2","ChinSemIntro","A","EN"
"8146","aceitavel","4","4","ChinComIntro","A","EN"
"8146","aceitavel","4","16","ChinComIntro","A","EN"
"8146","neutra","3","12","Top","A","EN"
"8146","aceitavel","4","19","ChinComIntro","A","EN"
"8124","altamente inaceitavel","1","21","Top","A","EN"
"8124","aceitavel","4","7","ChinComIntro","A","EN"
"8124","aceitavel","4","13","ChinComIntro","A","EN"
"8124","altamente inaceitavel","1","20","ChinSemIntro","A","EN"
"8124","altamente inaceitavel","1","8","ChinSemIntro","A","EN"
"8124","altamente inaceitavel","1","6","Top","A","EN"
"8124","altamente inaceitavel","1","11","ChinSemIntro","A","EN"
"8124","altamente inaceitavel","1","24","Top","A","EN"
"8124","altamente inaceitavel","1","14","ChinSemIntro","A","EN"
"8124","aceitavel","4","19","ChinComIntro","A","EN"
"8124","aceitavel","4","16","ChinComIntro","A","EN"
"8124","neutra","3","9","Top","A","EN"
"8124","altamente aceitavel","5","1","ChinComIntro","A","EN"
"8124","aceitavel","4","4","ChinComIntro","A","EN"
"8124","altamente inaceitavel","1","5","ChinSemIntro","A","EN"
"8124","altamente inaceitavel","1","17","ChinSemIntro","A","EN"
"8124","aceitavel","4","10","ChinComIntro","A","EN"
"8124","altamente inaceitavel","1","15","Top","A","EN"
"8124","aceitavel","4","12","Top","A","EN"
"8124","inaceitavel","2","18","Top","A","EN"
"8124","aceitavel","4","3","Top","A","EN"
"8124","altamente inaceitavel","1","2","ChinSemIntro","A","EN"
"8124","altamente aceitavel","5","22","ChinComIntro","A","EN"
"8124","altamente inaceitavel","1","23","ChinSemIntro","A","EN"
"7509","altamente inaceitavel","1","24","Top","A","EN"
"7509","altamente inaceitavel","1","9","Top","A","EN"
"7509","neutra","3","16","ChinComIntro","A","EN"
"7509","altamente inaceitavel","1","15","Top","A","EN"
"7509","altamente inaceitavel","1","8","ChinSemIntro","A","EN"
"7509","altamente inaceitavel","1","18","Top","A","EN"
"7509","altamente inaceitavel","1","5","ChinSemIntro","A","EN"
"7509","neutra","3","4","ChinComIntro","A","EN"
"7509","altamente inaceitavel","1","12","Top","A","EN"
"7509","altamente inaceitavel","1","20","ChinSemIntro","A","EN"
"7509","aceitavel","4","7","ChinComIntro","A","EN"
"7509","inaceitavel","2","14","ChinSemIntro","A","EN"
"7509","inaceitavel","2","21","Top","A","EN"
"7509","aceitavel","4","22","ChinComIntro","A","EN"
"7509","inaceitavel","2","6","Top","A","EN"
"7509","aceitavel","4","19","ChinComIntro","A","EN"
"7509","altamente inaceitavel","1","17","ChinSemIntro","A","EN"
"7509","altamente aceitavel","5","1","ChinComIntro","A","EN"
"7509","inaceitavel","2","11","ChinSemIntro","A","EN"
"7509","altamente aceitavel","5","10","ChinComIntro","A","EN"
"7509","inaceitavel","2","3","Top","A","EN"
"7509","altamente inaceitavel","1","2","ChinSemIntro","A","EN"
"7509","altamente inaceitavel","1","23","ChinSemIntro","A","EN"
"7509","altamente aceitavel","5","13","ChinComIntro","A","EN"
"ENL201","neutra","3","23","Top","B","ENL2"
"ENL201","inaceitavel","2","13","ChinSemIntro","B","ENL2"
"ENL201","altamente aceitavel","5","18","ChinComIntro","B","ENL2"
"ENL201","altamente aceitavel","5","3","ChinComIntro","B","ENL2"
"ENL201","inaceitavel","2","4","ChinSemIntro","B","ENL2"
"ENL201","altamente aceitavel","5","9","ChinComIntro","B","ENL2"
"ENL201","inaceitavel","2","1","ChinSemIntro","B","ENL2"
"ENL201","inaceitavel","2","22","ChinSemIntro","B","ENL2"
"ENL201","aceitavel","4","2","Top","B","ENL2"
"ENL201","aceitavel","4","16","ChinSemIntro","B","ENL2"
"ENL201","altamente aceitavel","5","24","ChinComIntro","B","ENL2"
"ENL201","aceitavel","4","20","Top","B","ENL2"
"ENL201","neutra","3","11","Top","B","ENL2"
"ENL201","inaceitavel","2","8","Top","B","ENL2"
"ENL201","aceitavel","4","19","ChinSemIntro","B","ENL2"
"ENL201","inaceitavel","2","7","ChinSemIntro","B","ENL2"
"ENL201","altamente aceitavel","5","12","ChinComIntro","B","ENL2"
"ENL201","inaceitavel","2","14","Top","B","ENL2"
"ENL201","inaceitavel","2","10","ChinSemIntro","B","ENL2"
"ENL201","altamente aceitavel","5","21","ChinComIntro","B","ENL2"
"ENL201","inaceitavel","2","17","Top","B","ENL2"
"ENL201","altamente aceitavel","5","15","ChinComIntro","B","ENL2"
"ENL201","altamente aceitavel","5","6","ChinComIntro","B","ENL2"
"ENL201","inaceitavel","2","5","Top","B","ENL2"
"ENL202","aceitavel","4","23","ChinComIntro","C","ENL2"
"ENL202","inaceitavel","2","9","ChinSemIntro","C","ENL2"
"ENL202","neutra","3","19","Top","C","ENL2"
"ENL202","inaceitavel","2","12","ChinSemIntro","C","ENL2"
"ENL202","aceitavel","4","1","Top","C","ENL2"
"ENL202","inaceitavel","2","15","ChinSemIntro","C","ENL2"
"ENL202","inaceitavel","2","18","ChinSemIntro","C","ENL2"
"ENL202","aceitavel","4","10","Top","C","ENL2"
"ENL202","aceitavel","4","11","ChinComIntro","C","ENL2"
"ENL202","neutra","3","8","ChinComIntro","C","ENL2"
"ENL202","neutra","3","2","ChinComIntro","C","ENL2"
"ENL202","neutra","3","6","ChinSemIntro","C","ENL2"
"ENL202","neutra","3","4","Top","C","ENL2"
"ENL202","aceitavel","4","14","ChinComIntro","C","ENL2"
"ENL202","aceitavel","4","3","ChinSemIntro","C","ENL2"
"ENL202","neutra","3","13","Top","C","ENL2"
"ENL202","aceitavel","4","20","ChinComIntro","C","ENL2"
"ENL202","aceitavel","4","7","Top","C","ENL2"
"ENL202","aceitavel","4","21","ChinSemIntro","C","ENL2"
"ENL202","aceitavel","4","16","Top","C","ENL2"
"ENL202","neutra","3","5","ChinComIntro","C","ENL2"
"ENL202","aceitavel","4","17","ChinComIntro","C","ENL2"
"ENL202","aceitavel","4","24","ChinSemIntro","C","ENL2"
"ENL202","aceitavel","4","22","Top","C","ENL2"
"ENL203","aceitavel","4","11","Top","B","ENL2"
"ENL203","aceitavel","4","5","Top","B","ENL2"
"ENL203","altamente aceitavel","5","24","ChinComIntro","B","ENL2"
"ENL203","neutra","3","1","ChinSemIntro","B","ENL2"
"ENL203","altamente aceitavel","5","9","ChinComIntro","B","ENL2"
"ENL203","altamente aceitavel","5","3","ChinComIntro","B","ENL2"
"ENL203","neutra","3","23","Top","B","ENL2"
"ENL203","altamente aceitavel","5","2","Top","B","ENL2"
"ENL203","neutra","3","16","ChinSemIntro","B","ENL2"
"ENL203","aceitavel","4","20","Top","B","ENL2"
"ENL203","inaceitavel","2","19","ChinSemIntro","B","ENL2"
"ENL203","aceitavel","4","6","ChinComIntro","B","ENL2"
"ENL203","neutra","3","15","ChinComIntro","B","ENL2"
"ENL203","neutra","3","10","ChinSemIntro","B","ENL2"
"ENL203","neutra","3","22","ChinSemIntro","B","ENL2"
"ENL203","neutra","3","13","ChinSemIntro","B","ENL2"
"ENL203","aceitavel","4","12","ChinComIntro","B","ENL2"
"ENL203","altamente aceitavel","5","18","ChinComIntro","B","ENL2"
"ENL203","aceitavel","4","21","ChinComIntro","B","ENL2"
"ENL203","aceitavel","4","8","Top","B","ENL2"
"ENL203","neutra","3","7","ChinSemIntro","B","ENL2"
"ENL203","neutra","3","4","ChinSemIntro","B","ENL2"
"ENL203","neutra","3","14","Top","B","ENL2"
"ENL203","aceitavel","4","17","Top","B","ENL2"
"ENL204","altamente aceitavel","5","15","ChinComIntro","B","ENL2"
"ENL204","aceitavel","4","4","ChinSemIntro","B","ENL2"
"ENL204","inaceitavel","2","10","ChinSemIntro","B","ENL2"
"ENL204","aceitavel","4","12","ChinComIntro","B","ENL2"
"ENL204","aceitavel","4","21","ChinComIntro","B","ENL2"
"ENL204","aceitavel","4","14","Top","B","ENL2"
"ENL204","neutra","3","1","ChinSemIntro","B","ENL2"
"ENL204","neutra","3","5","Top","B","ENL2"
"ENL204","inaceitavel","2","7","ChinSemIntro","B","ENL2"
"ENL204","neutra","3","19","ChinSemIntro","B","ENL2"
"ENL204","aceitavel","4","9","ChinComIntro","B","ENL2"
"ENL204","neutra","3","2","Top","B","ENL2"
"ENL204","neutra","3","13","ChinSemIntro","B","ENL2"
"ENL204","inaceitavel","2","8","Top","B","ENL2"
"ENL204","aceitavel","4","3","ChinComIntro","B","ENL2"
"ENL204","aceitavel","4","18","ChinComIntro","B","ENL2"
"ENL204","inaceitavel","2","23","Top","B","ENL2"
"ENL204","neutra","3","11","Top","B","ENL2"
"ENL204","aceitavel","4","24","ChinComIntro","B","ENL2"
"ENL204","aceitavel","4","22","ChinSemIntro","B","ENL2"
"ENL204","aceitavel","4","6","ChinComIntro","B","ENL2"
"ENL204","neutra","3","17","Top","B","ENL2"
"ENL204","neutra","3","16","ChinSemIntro","B","ENL2"
"ENL204","aceitavel","4","20","Top","B","ENL2"
"ENL205","neutra","3","19","ChinSemIntro","B","ENL2"
"ENL205","inaceitavel","2","4","ChinSemIntro","B","ENL2"
"ENL205","neutra","3","17","Top","B","ENL2"
"ENL205","neutra","3","13","ChinSemIntro","B","ENL2"
"ENL205","neutra","3","10","ChinSemIntro","B","ENL2"
"ENL205","aceitavel","4","24","ChinComIntro","B","ENL2"
"ENL205","aceitavel","4","9","ChinComIntro","B","ENL2"
"ENL205","altamente aceitavel","5","5","Top","B","ENL2"
"ENL205","neutra","3","8","Top","B","ENL2"
"ENL205","inaceitavel","2","22","ChinSemIntro","B","ENL2"
"ENL205","aceitavel","4","6","ChinComIntro","B","ENL2"
"ENL205","inaceitavel","2","18","ChinComIntro","B","ENL2"
"ENL205","neutra","3","14","Top","B","ENL2"
"ENL205","aceitavel","4","11","Top","B","ENL2"
"ENL205","neutra","3","21","ChinComIntro","B","ENL2"
"ENL205","inaceitavel","2","1","ChinSemIntro","B","ENL2"
"ENL205","aceitavel","4","23","Top","B","ENL2"
"ENL205","aceitavel","4","3","ChinComIntro","B","ENL2"
"ENL205","neutra","3","16","ChinSemIntro","B","ENL2"
"ENL205","aceitavel","4","15","ChinComIntro","B","ENL2"
"ENL205","aceitavel","4","12","ChinComIntro","B","ENL2"
"ENL205","aceitavel","4","2","Top","B","ENL2"
"ENL205","altamente aceitavel","5","20","Top","B","ENL2"
"ENL205","neutra","3","7","ChinSemIntro","B","ENL2"
"ENL206","altamente aceitavel","5","10","ChinComIntro","A","ENL2"
"ENL206","altamente inaceitavel","1","2","ChinSemIntro","A","ENL2"
"ENL206","altamente inaceitavel","1","11","ChinSemIntro","A","ENL2"
"ENL206","aceitavel","4","1","ChinComIntro","A","ENL2"
"ENL206","aceitavel","4","7","ChinComIntro","A","ENL2"
"ENL206","altamente inaceitavel","1","15","Top","A","ENL2"
"ENL206","neutra","3","16","ChinComIntro","A","ENL2"
"ENL206","aceitavel","4","18","Top","A","ENL2"
"ENL206","aceitavel","4","4","ChinComIntro","A","ENL2"
"ENL206","neutra","3","9","Top","A","ENL2"
"ENL206","altamente inaceitavel","1","17","ChinSemIntro","A","ENL2"
"ENL206","aceitavel","4","22","ChinComIntro","A","ENL2"
"ENL206","altamente aceitavel","5","19","ChinComIntro","A","ENL2"
"ENL206","neutra","3","6","Top","A","ENL2"
"ENL206","inaceitavel","2","14","ChinSemIntro","A","ENL2"
"ENL206","aceitavel","4","13","ChinComIntro","A","ENL2"
"ENL206","aceitavel","4","3","Top","A","ENL2"
"ENL206","altamente inaceitavel","1","8","ChinSemIntro","A","ENL2"
"ENL206","altamente inaceitavel","1","23","ChinSemIntro","A","ENL2"
"ENL206","neutra","3","21","Top","A","ENL2"
"ENL206","inaceitavel","2","20","ChinSemIntro","A","ENL2"
"ENL206","inaceitavel","2","5","ChinSemIntro","A","ENL2"
"ENL206","neutra","3","12","Top","A","ENL2"
"ENL206","altamente inaceitavel","1","24","Top","A","ENL2"
"ENL207","altamente aceitavel","5","18","ChinComIntro","B","ENL2"
"ENL207","inaceitavel","2","8","Top","B","ENL2"
"ENL207","neutra","3","17","Top","B","ENL2"
"ENL207","inaceitavel","2","22","ChinSemIntro","B","ENL2"
"ENL207","inaceitavel","2","23","Top","B","ENL2"
"ENL207","aceitavel","4","2","Top","B","ENL2"
"ENL207","neutra","3","14","Top","B","ENL2"
"ENL207","inaceitavel","2","1","ChinSemIntro","B","ENL2"
"ENL207","aceitavel","4","20","Top","B","ENL2"
"ENL207","altamente inaceitavel","1","7","ChinSemIntro","B","ENL2"
"ENL207","altamente inaceitavel","1","13","ChinSemIntro","B","ENL2"
"ENL207","inaceitavel","2","19","ChinSemIntro","B","ENL2"
"ENL207","neutra","3","12","ChinComIntro","B","ENL2"
"ENL207","inaceitavel","2","4","ChinSemIntro","B","ENL2"
"ENL207","inaceitavel","2","10","ChinSemIntro","B","ENL2"
"ENL207","aceitavel","4","3","ChinComIntro","B","ENL2"
"ENL207","aceitavel","4","24","ChinComIntro","B","ENL2"
"ENL207","neutra","3","11","Top","B","ENL2"
"ENL207","neutra","3","5","Top","B","ENL2"
"ENL207","neutra","3","6","ChinComIntro","B","ENL2"
"ENL207","aceitavel","4","9","ChinComIntro","B","ENL2"
"ENL207","neutra","3","15","ChinComIntro","B","ENL2"
"ENL207","neutra","3","16","ChinSemIntro","B","ENL2"
"ENL207","neutra","3","21","ChinComIntro","B","ENL2"
"ENL208","aceitavel","4","6","ChinSemIntro","C","ENL2"
"ENL208","altamente aceitavel","5","17","ChinComIntro","C","ENL2"
"ENL208","inaceitavel","2","24","ChinSemIntro","C","ENL2"
"ENL208","altamente aceitavel","5","23","ChinComIntro","C","ENL2"
"ENL208","inaceitavel","2","21","ChinSemIntro","C","ENL2"
"ENL208","aceitavel","4","16","Top","C","ENL2"
